,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text
297,,,72222,0,0,-1,1,0,3,0.5,0.5,1,Mateusz,1.0,223,False,,,49,72222.jpg,1.0,Klich,0.1,False,,a,11,2,4,2085,372,6287,1002,0.2,0.8,Klich,69,0,0,0,1,0,0,0,0,0,0,0,16,18.2,48.2,6.0,7.2,256,106,95,70,248,127,220,105,,,,,3.0,
298,100.0,100.0,80179,0,0,0,0,0,3,0.3,0.3,1,Adam,0.8,224,False,,2022-08-01T17:30:04.808860Z,45,80179.jpg,1.0,Forshaw,0.1,False,,a,11,2,3,2716,485,3244,641,0.2,0.7,Forshaw,47,0,0,0,0,0,0,0,0,0,0,0,12,4.8,15.0,0.0,2.0,313,140,203,114,442,175,301,136,3.0,,3.0,,,
299,,,80954,1,-1,5,-5,2,3,8.7,8.7,2,Rodrigo,9.2,225,True,,,65,80954.jpg,9.2,Moreno,31.3,False,,a,11,2,37,2908678,510817,276742,108554,1.4,5.7,Rodrigo,326,4,1,1,4,0,0,0,0,0,0,5,105,163.6,47.6,263.0,47.4,6,2,100,72,3,1,6,2,,,1.0,,4.0,
300,0.0,0.0,87873,0,0,0,0,0,2,0.0,0.0,0,Stuart,0.0,226,False,Leg injury - Expected back 05 Nov,2022-07-05T15:30:04.195729Z,50,87873.jpg,0.0,Dallas,0.0,False,,i,11,2,0,423,86,998,139,0.0,0.0,Dallas,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,569,211,563,211,552,209,571,211,4.0,,,,,
301,75.0,50.0,106617,0,0,-2,2,0,4,0.8,0.5,0,Patrick,1.5,227,False,Groin Injury - 75% chance of playing,2022-08-14T00:00:05.863419Z,73,106617.jpg,3.0,Bamford,0.5,False,,d,11,2,6,24647,329,115246,9008,0.2,0.8,Bamford,110,0,1,0,1,0,0,0,0,0,0,0,9,6.4,2.2,75.0,8.0,305,35,275,36,60,18,211,25,,,,,1.0,
302,,,149915,0,0,0,0,0,2,2.7,2.7,2,Diego,3.2,228,False,,,45,149915.jpg,3.2,Llorente,0.4,False,,a,11,2,13,19241,5931,12745,3656,0.7,2.9,Llorente,360,0,0,1,4,0,0,0,0,0,0,2,76,60.6,1.6,14.0,7.7,125,48,282,97,210,60,214,72,,,,,,
303,0.0,0.0,173821,0,0,0,0,0,3,0.0,0.0,0,Tyler,0.0,229,False,Joined QPR on loan - Expected back 01 Jul,2022-07-08T11:00:04.089064Z,50,173821.jpg,0.0,Roberts,0.0,False,,u,11,2,0,0,0,27,3,0.0,0.0,Roberts,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,572,245,568,245,557,236,573,245,,,,,,
304,,,193645,0,0,0,0,0,2,2.3,2.3,2,Robin,2.8,230,False,,,45,193645.jpg,2.8,Koch,0.2,False,,a,11,2,11,5548,1429,4821,1251,0.6,2.4,Koch,360,0,0,1,4,0,0,0,0,0,0,0,68,85.8,1.7,4.0,9.2,62,20,281,96,257,84,186,58,,,,,,
305,100.0,100.0,200617,0,0,0,0,0,3,0.7,0.7,1,Daniel,1.2,231,False,,2022-07-05T15:30:04.208215Z,60,200617.jpg,1.7,James,0.1,False,,a,11,2,5,5682,1575,4498,1463,0.2,0.8,James,183,0,0,1,2,0,0,0,0,0,0,0,19,17.4,17.0,24.0,5.9,259,108,191,109,172,92,250,111,,,,,,
306,0.0,0.0,219961,0,0,0,0,0,3,0.0,0.0,0,Raphael,0.0,232,False,Transferred to Barcelona,2022-07-15T15:56:51.961298Z,70,219961.jpg,0.0,Dias Belloli,0.1,False,,u,11,2,0,0,0,10341,460,0.0,0.0,Raphinha,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,600,261,600,261,600,261,600,261,,,,,,
307,,,221399,1,-1,1,-1,1,3,6.0,6.0,2,Jack,6.5,233,False,,,61,221399.jpg,6.5,Harrison,4.2,False,,a,11,2,26,389054,90495,128932,53713,1.1,4.3,Harrison,328,1,3,1,4,0,0,0,2,0,0,5,93,144.6,158.7,84.0,38.7,10,4,6,5,55,38,10,6,1.0,,,,,
308,0.0,0.0,221610,0,0,0,0,0,3,0.0,0.0,0,Jamie,0.0,234,False,Joined Millwall on loan - Expected back 01 Jul,2022-07-19T23:00:04.159636Z,45,221610.jpg,0.0,Shackleton,0.0,False,,u,11,2,0,0,0,291,29,0.0,0.0,Shackleton,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,506,199,498,203,471,185,514,203,,,,,,
309,,,222694,0,0,0,0,0,2,3.3,3.3,1,Pascal,3.8,235,False,,,45,222694.jpg,3.8,Struijk,0.5,False,,a,11,2,15,39378,13218,12450,5237,0.8,3.3,Struijk,360,0,1,1,4,0,0,0,1,0,0,2,76,95.4,38.8,39.0,17.4,49,12,121,29,114,23,77,14,,,,,,
310,,,223081,0,0,0,0,0,1,-0.5,-0.5,0,Kristoffer,0.0,236,False,,,40,223081.jpg,0.0,Klaesson,0.4,False,,a,11,2,0,3411,461,8513,1585,0.0,0.0,Klaesson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,402,45,386,27,331,25,408,45,,,,,,
311,,,248937,0,0,0,0,0,4,0.0,0.0,0,Sam,0.5,237,False,,,45,248937.jpg,1.0,Greenwood,17.7,False,,a,11,2,2,305975,44431,687461,161971,0.1,0.4,Greenwood,24,0,0,0,0,0,0,0,0,0,0,0,7,4.4,0.5,21.0,2.6,315,38,316,42,179,35,290,37,,,2.0,,,
312,,,437495,0,0,0,0,0,1,3.0,3.0,3,Illan,3.5,238,False,,,45,437495.jpg,3.5,Meslier,2.6,False,,a,11,2,14,67963,22657,68847,13105,0.8,3.1,Meslier,360,0,0,1,4,0,0,0,0,0,13,0,73,100.0,0.0,0.0,10.1,44,10,510,48,486,47,176,11,,,,,,
313,0.0,0.0,443967,0,0,0,0,0,2,0.0,0.0,0,Junior,0.0,239,False,Knee injury - Expected back 03 Sep,2022-07-13T09:30:03.852560Z,45,443967.jpg,0.0,Firpo Adames,0.0,False,,i,11,2,0,115,23,419,44,0.0,0.0,Firpo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,521,206,513,205,489,199,526,206,,,,,,
314,,,450070,0,0,0,0,0,3,-0.3,-0.3,0,Crysencio,0.2,240,False,,,45,450070.jpg,1.0,Summerville,0.2,False,,a,11,2,1,7273,183,11210,1864,0.0,0.2,Summerville,5,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.3,2.0,0.1,523,208,328,163,277,138,359,165,,,,,,
315,0.0,0.0,450529,0,0,0,0,0,3,0.0,0.0,0,Lewis,0.0,241,False,Season-long loan to Oxford United,2022-08-04T13:22:00.438950Z,45,450529.jpg,0.0,Bate,0.0,False,,u,11,2,0,0,0,1054,97,0.0,0.0,Bate,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,524,209,515,212,491,195,528,212,,,,,,
316,100.0,100.0,462635,0,0,-1,1,0,4,0.3,0.3,1,Joe,0.8,242,False,,2022-08-14T00:00:05.876097Z,54,462635.jpg,1.0,Gelhardt,0.4,False,,a,11,2,3,8113,1557,32915,4828,0.1,0.6,Gelhardt,21,0,0,0,0,0,0,0,0,0,0,0,4,1.6,0.7,8.0,1.1,339,40,312,41,238,42,316,42,,,,,,
317,,,477547,0,0,0,0,0,2,-0.5,-0.5,0,Leo Fuhr,0.0,243,False,,,40,477547.jpg,0.0,Hjelde,0.2,False,,a,11,2,0,3149,463,7177,1392,0.0,0.0,Hjelde,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,416,160,401,157,347,131,423,161,,,,,,
318,,,224209,0,0,-1,1,0,2,2.0,2.0,2,Rasmus,2.5,244,False,,,49,224209.jpg,2.5,Kristensen,0.6,False,,a,11,2,10,19284,5103,26725,5409,0.5,2.0,Kristensen,360,0,0,1,4,0,0,0,1,0,0,0,46,54.8,30.7,37.0,12.2,145,60,142,38,122,29,146,42,,,,,,
319,,,234370,-1,1,-1,1,0,3,1.3,1.3,0,Marc,1.8,245,False,,,49,234370.jpg,1.8,Roca Junqué,0.1,False,,a,11,2,7,2359,371,4481,973,0.4,1.4,Roca,278,0,0,1,3,0,0,0,1,0,0,0,47,54.6,36.3,17.0,10.8,147,58,127,83,201,108,166,89,,,,,,
320,,,427637,0,0,0,0,0,3,2.5,2.5,1,Brenden,3.0,246,False,,,55,427637.jpg,3.0,Aaronson,1.5,False,,a,11,2,12,98041,16459,57567,15687,0.5,2.2,Aaronson,337,1,0,1,4,0,0,0,2,0,0,0,26,62.8,61.6,87.0,21.2,119,48,71,50,52,35,60,41,2.0,,,,,
321,,,470294,0,0,-1,1,0,3,-0.5,-0.5,0,Darko,0.0,247,False,,,44,470294.jpg,0.0,Gyabi,0.1,False,,a,11,2,0,10966,927,6141,1838,0.0,0.0,Gyabi,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,473,183,461,187,423,167,481,187,,,,,,
322,,,200785,0,0,0,0,0,3,1.5,1.5,2,Tyler,2.0,506,False,,,50,200785.jpg,2.0,Adams,0.2,False,,a,11,2,8,10132,2016,10314,2197,0.4,1.6,Adams,360,0,0,1,4,0,0,0,1,0,0,0,44,67.2,50.7,11.0,12.9,102,40,90,66,217,114,132,75,,,,,,
323,100.0,100.0,224995,0,0,0,0,0,3,0.3,0.3,1,Luis,0.8,508,False,,2022-08-01T17:30:04.996007Z,65,224995.jpg,1.0,Sinisterra Lucumí,0.2,False,,a,11,2,3,4462,1063,10806,1648,0.1,0.5,Sinisterra,57,0,0,0,1,0,0,0,0,0,0,0,1,1.8,3.3,7.0,1.1,337,154,256,134,242,126,318,142,,,,,,
324,,,433590,0,0,0,0,0,2,-0.5,-0.5,0,Cody,0.0,547,False,,,40,433590.jpg,0.0,Drameh,0.1,False,,a,11,2,0,3261,533,4279,984,0.0,0.0,Drameh,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,409,155,393,151,338,124,415,155,,,,,,
325,,,547701,0,0,0,0,0,3,-0.5,-0.5,0,Archie,0.0,565,False,,,45,547701.jpg,0.0,Gray,0.1,False,,a,11,2,0,5159,659,3650,856,0.0,0.0,Gray,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,540,220,530,222,509,206,543,222,,,,,,
326,,,78315,0,0,0,0,0,1,-0.5,-0.5,0,Joel,0.0,578,False,,,40,78315.jpg,0.0,Robles,0.0,False,,a,11,2,0,1980,261,947,278,0.0,0.0,Robles,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,380,36,363,17,307,15,386,36,,,,,,
327,,,15157,0,0,0,0,0,3,3.2,3.7,1,James,2.2,274,False,,,45,15157.jpg,2.2,Milner,1.3,False,,a,12,14,9,104294,10558,74083,19614,0.5,2.0,Milner,186,0,1,0,4,0,0,0,0,0,0,0,40,37.8,44.5,69.0,15.2,200,78,106,75,65,43,94,57,4.0,,,,1.0,
328,,,56979,0,0,-1,1,0,3,2.8,3.3,3,Jordan,1.8,275,False,,,54,56979.jpg,1.8,Henderson,1.0,False,,a,12,14,7,31401,3484,63967,10778,0.3,1.3,Henderson,244,0,0,1,4,0,0,0,0,0,0,0,49,37.4,64.0,23.0,12.5,204,82,65,45,177,96,141,79,,,3.0,,,
329,0.0,0.0,60914,0,0,-1,1,0,2,0.0,0.0,0,Joel,0.2,276,False,Groin Injury - Expected back 03 Sep,2022-08-13T07:30:06.354408Z,59,60914.jpg,1.0,Matip,0.9,False,,i,12,14,1,12359,199,164413,11527,0.0,0.2,Matip,90,0,0,0,2,0,0,0,0,0,0,0,19,30.4,1.8,0.0,3.2,219,91,279,94,594,215,284,102,,,,,,
330,0.0,0.0,61558,0,0,-2,2,0,3,0.0,0.0,0,Thiago,0.2,277,False,Hamstring injury - Expected back 03 Sep,2022-08-07T01:30:05.799195Z,53,61558.jpg,1.0,Alcántara do Nascimento,0.5,False,,i,12,14,1,8757,682,153186,5906,0.0,0.2,Thiago,50,0,0,0,1,0,0,0,0,0,0,0,8,6.4,16.8,0.0,2.3,304,135,192,110,569,243,294,131,,,,,,
331,0.0,0.0,81880,0,0,-1,1,0,3,0.0,0.0,0,Alex,0.0,278,False,Hamstring injury - Unknown return date,2022-07-29T22:30:04.881961Z,49,81880.jpg,0.0,Oxlade-Chamberlain,0.0,False,,i,12,14,0,101,9,661,50,0.0,0.0,Chamberlain,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,554,232,547,233,528,218,557,234,,,,,,
332,100.0,100.0,92217,0,0,0,0,1,4,7.2,7.7,22,Roberto,6.2,279,False,,2022-08-16T00:30:06.283883Z,80,92217.jpg,8.3,Firmino,3.1,False,,a,12,14,25,216386,160412,90586,20104,0.8,3.1,Firmino,208,2,3,1,3,0,0,0,0,0,0,3,97,149.6,69.1,159.0,37.9,7,4,58,6,14,5,12,5,,,,,,
333,,,97032,0,0,0,0,1,2,5.0,5.5,12,Virgil,4.0,280,False,,,65,97032.jpg,4.0,van Dijk,13.9,False,,a,12,14,16,179168,63448,405331,37020,0.6,2.5,Van Dijk,360,1,0,1,5,0,0,0,0,0,0,0,82,93.4,10.3,47.0,15.1,52,14,226,72,98,15,96,24,,,,,,
334,,,116535,0,0,0,0,0,1,3.5,4.0,6,Alisson,2.5,281,False,,,55,116535.jpg,2.5,Ramses Becker,15.9,False,,a,12,14,10,167967,34814,499498,70631,0.5,1.8,Alisson,360,0,0,1,5,0,0,0,0,0,7,0,66,65.0,0.0,0.0,6.5,110,16,590,60,585,60,234,16,,,,,,
335,,,116643,-1,1,-1,1,0,3,2.8,3.3,3,Fabio Henrique,1.8,282,False,,,54,116643.jpg,1.8,Tavares,1.0,False,,a,12,14,7,41681,7694,65677,12034,0.3,1.3,Fabinho,269,0,0,1,2,0,0,0,0,0,0,0,48,50.8,39.5,21.0,11.1,159,62,118,80,182,99,159,86,,,2.0,,3.0,
336,,,118748,0,0,0,0,1,3,7.2,7.7,3,Mohamed,6.2,283,False,,,130,118748.jpg,6.2,Salah,54.7,False,,a,12,14,25,502116,50871,894092,472828,0.5,1.9,Salah,360,2,1,1,5,0,0,0,0,0,0,3,57,104.6,182.9,182.0,47.0,37,17,4,3,8,4,7,3,,,,,2.0,
337,,,122798,0,0,-1,1,0,2,4.2,4.7,9,Andrew,3.2,284,False,,,69,122798.jpg,3.2,Robertson,7.9,False,,a,12,14,13,146058,31820,523390,68465,0.5,1.9,Robertson,304,0,1,1,5,0,0,0,0,0,0,0,58,48.2,67.1,46.0,16.1,167,70,61,12,100,16,85,18,2.0,,,,,
338,,,169187,0,0,0,0,1,2,6.2,6.7,17,Trent,5.2,285,False,,,75,169187.jpg,5.2,Alexander-Arnold,49.1,False,,a,12,14,21,500081,263483,1056557,53098,0.7,2.8,Alexander-Arnold,352,1,1,1,5,0,0,0,1,0,0,3,107,110.0,200.1,58.0,36.9,28,4,2,1,75,8,14,1,1.0,,1.0,,,
339,,,171287,0,0,0,0,0,2,3.0,3.5,6,Joseph,2.0,286,False,,,45,171287.jpg,2.7,Gomez,0.5,False,,a,12,14,8,36444,11122,21593,5007,0.4,1.8,Gomez,207,0,0,1,2,0,0,0,0,0,0,0,54,48.2,6.2,0.0,5.4,166,69,236,75,460,189,259,95,,,,,,
340,0.0,0.0,175592,0,0,-1,1,0,3,0.0,0.0,0,Naby,0.0,287,False,Muscle injury - Unknown return date,2022-08-23T08:30:05.948248Z,49,175592.jpg,0.0,Keita,0.1,False,,i,12,14,0,7420,25,12848,2287,0.0,0.0,Keita,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,560,238,554,240,541,229,563,240,,,,,,
341,0.0,0.0,194634,0,0,-1,1,0,4,0.0,0.0,0,Diogo,0.0,288,False,Hamstring injury - Expected back 03 Sep,2022-07-15T16:30:04.902721Z,89,194634.jpg,0.0,Teixeira da Silva,0.3,False,,i,12,14,0,3570,342,34153,2511,0.0,0.0,Diogo Jota,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,603,65,603,65,603,65,603,65,,,,,,
342,0.0,0.0,200720,0,0,0,0,0,1,0.0,0.0,0,Caoimhin,0.0,289,False,Muscle injury - Expected back 03 Sep,2022-07-29T22:30:04.925323Z,40,200720.jpg,0.0,Kelleher,0.2,False,,i,12,14,0,1109,128,5694,908,0.0,0.0,Kelleher,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,394,42,378,24,322,22,400,42,,,,,,
343,0.0,0.0,204716,0,0,-2,2,0,2,0.0,0.0,0,Ibrahima,0.0,290,False,Knock - Unknown return date,2022-08-01T00:00:04.608818Z,48,204716.jpg,0.0,Konaté,0.2,False,,i,12,14,0,1794,142,39701,2567,0.0,0.0,Konaté,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,547,209,539,209,520,205,550,209,,,,,,
344,0.0,0.0,206915,0,0,-1,1,0,3,0.0,0.0,0,Curtis,0.0,291,False,Muscle injury - Expected back 03 Sep,2022-08-01T00:00:04.624957Z,49,206915.jpg,0.0,Jones,0.0,False,,i,12,14,0,93,18,659,49,0.0,0.0,Jones,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,563,241,557,243,544,232,566,243,,,,,,
345,100.0,100.0,214285,0,0,0,0,0,2,3.0,3.5,7,Konstantinos,2.0,292,False,,2022-08-05T11:30:05.986957Z,45,214285.jpg,2.7,Tsimikas,0.1,False,,a,12,14,8,4537,2732,6130,1013,0.4,1.8,Tsimikas,53,0,2,0,0,0,0,0,1,0,0,0,31,40.8,28.3,20.0,9.0,189,80,152,41,183,49,189,60,3.0,,,,,
346,,,244731,1,-1,1,-1,1,3,7.8,8.3,14,Luis,6.8,293,True,,,81,244731.jpg,6.8,Díaz,28.0,False,,a,12,14,27,1252077,624035,578243,46914,0.8,3.3,Luis Díaz,347,3,0,1,5,0,0,0,1,0,0,4,80,133.6,48.1,169.0,34.9,16,9,97,71,11,7,17,11,,,,,,
347,,,444884,0,0,0,0,0,3,4.2,4.7,6,Harvey,3.2,294,False,,,50,444884.jpg,3.2,Elliott,0.8,False,,a,12,14,13,78315,39981,26628,8383,0.6,2.6,Elliott,252,1,0,0,4,0,0,0,0,0,0,2,67,68.2,84.5,110.0,26.3,95,36,43,31,33,25,39,28,,,,,,
348,,,244858,0,0,-1,1,0,3,4.0,4.5,6,Fábio,3.0,296,False,,,54,244858.jpg,3.0,Freitas Gouveia Carvalho,0.3,False,,a,12,14,12,15675,6022,16855,3158,0.6,2.2,Carvalho,85,1,1,0,0,0,0,0,0,0,0,0,36,42.2,4.9,71.0,11.4,185,72,240,128,63,41,154,84,,,,,,
349,0.0,0.0,447203,0,0,-1,1,0,4,0.0,0.0,0,Darwin,1.8,297,False,Suspended until 03 Sep,2022-08-16T00:30:06.350476Z,89,447203.jpg,3.5,Núñez Ribeiro,6.7,False,,s,12,14,7,426629,11973,1780752,96750,0.2,0.8,Darwin,95,1,1,0,2,0,0,0,0,1,0,1,16,53.2,21.7,156.0,22.1,152,12,177,26,15,6,53,10,,,,,,
350,0.0,0.0,489580,-1,1,-1,1,0,2,0.0,0.0,0,Calvin,0.0,298,False,Muscle injury - Unknown return date,2022-08-16T23:30:06.002110Z,39,489580.jpg,0.0,Ramsay,0.2,False,,i,12,14,0,3174,500,12524,1904,0.0,0.0,Ramsay,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,366,136,349,132,293,104,372,136,,,,,,
351,,,60706,0,0,0,0,0,1,1.0,1.5,0,Adrián,0.0,497,False,,,40,60706.jpg,0.0,San Miguel del Castillo,0.7,False,,a,12,14,0,12025,1215,21006,4461,0.0,0.0,Adrián,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,379,35,362,16,306,14,385,35,,,,,,
352,0.0,0.0,219937,0,0,0,0,0,2,0.0,0.0,0,Rhys,0.0,498,False,Joined Blackpool on loan - Expected back 01 Jul,2022-07-19T23:00:04.376982Z,40,219937.jpg,0.0,Williams,0.0,False,,u,12,14,0,0,0,498,47,0.0,0.0,R.Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,401,151,385,147,330,120,407,151,,,,,,
353,0.0,0.0,152898,0,0,0,0,0,2,0.0,0.0,0,Ben,0.0,499,False,Transferred to Rangers - Unknown return date,2022-07-19T23:00:04.398981Z,40,152898.jpg,0.0,Davies,0.0,False,,u,12,14,0,0,0,410,24,0.0,0.0,Davies,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,386,142,370,138,314,110,392,142,,,,,,
354,,,444765,0,0,0,0,0,2,1.0,1.5,0,Sepp,0.0,500,False,,,40,444765.jpg,0.0,van den Berg,0.3,False,,a,12,14,0,10516,1227,13514,3036,0.0,0.0,Van den Berg,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,412,157,396,153,341,126,418,157,,,,,,
355,,,197464,0,0,0,0,0,2,1.5,2.0,0,Nathaniel,0.5,501,False,,,40,197464.jpg,2.0,Phillips,0.5,False,,a,12,14,2,33050,2794,23453,6155,0.1,0.5,Phillips,62,0,0,0,1,0,0,0,0,0,0,0,14,15.0,1.4,18.0,3.4,268,107,292,101,191,53,279,99,,,,,,
356,,,462491,0,0,0,0,0,2,1.0,1.5,0,Luke,0.0,563,False,,,40,462491.jpg,0.0,Chambers,0.1,False,,a,12,14,0,2504,420,2109,675,0.0,0.0,Chambers,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,414,159,398,155,343,128,420,159,,,,,,
357,,,535928,0,0,0,0,0,3,1.2,1.7,1,Stefan,0.2,564,False,,,45,535928.jpg,1.0,Bajcetic,0.0,False,,a,12,14,1,499,85,411,99,0.0,0.2,Bajcetic,20,0,0,0,0,0,0,0,0,0,0,0,6,3.8,1.6,0.0,0.5,322,144,284,148,508,205,335,151,,,,,,
358,,,491970,0,0,0,0,0,3,1.3,1.8,1,Bobby,0.3,584,False,,,45,491970.jpg,1.0,Clark,0.0,False,,a,12,14,1,311,97,192,85,0.1,0.2,Clark,7,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.3,2.0,0.2,536,216,329,164,278,139,355,161,,,,,,
359,,,464353,0,0,0,0,0,1,1.0,1.5,0,Harvey,0.0,592,False,,,40,464353.jpg,0.0,Davies,0.0,False,,a,12,14,0,195,87,109,78,0.0,0.0,H.Davies,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,415,50,399,32,344,30,421,50,,,,,,
360,,,58621,0,0,1,-1,0,2,5.0,4.5,1,Kyle,3.5,299,False,,,51,58621.jpg,3.5,Walker,12.7,False,,a,13,43,14,679674,91799,417451,118027,0.7,2.7,Walker,351,0,0,2,5,0,0,0,0,0,0,0,75,39.2,48.2,0.0,8.7,193,84,96,20,568,213,199,66,,,,,,
361,,,59859,0,0,1,-1,0,3,7.7,7.2,4,Ilkay,6.2,300,False,,,76,59859.jpg,6.2,Gündogan,5.5,False,,a,13,43,25,486272,105863,142838,58281,0.8,3.3,Gündogan,260,2,1,2,3,0,0,0,0,0,0,3,97,116.0,124.2,133.0,37.3,23,10,11,9,21,15,13,8,5.0,,1.0,,5.0,
362,,,61366,0,0,2,-2,1,3,8.3,7.8,2,Kevin,6.8,301,False,,,122,61366.jpg,6.8,De Bruyne,26.6,False,,a,13,43,27,1186249,211153,395897,169794,0.6,2.2,De Bruyne,355,1,3,2,5,0,0,0,0,0,0,3,107,147.0,235.4,122.0,50.4,8,3,1,1,28,20,4,1,1.0,,2.0,,3.0,
363,,,97299,0,0,-1,1,0,2,2.5,2.0,3,John,1.0,302,False,,,54,97299.jpg,1.3,Stones,2.0,False,,a,13,43,4,25356,8501,109863,12379,0.2,0.7,Stones,206,0,1,0,5,1,0,0,1,0,0,1,39,38.2,18.3,4.0,6.1,198,86,185,54,263,87,244,88,,,,,,
364,,,103025,-1,1,-3,3,0,3,3.0,2.5,2,Riyad,1.5,303,False,,,77,103025.jpg,2.0,Mahrez,2.2,False,,a,13,43,6,58932,7722,392804,49548,0.2,0.8,Mahrez,152,0,0,1,2,0,0,0,0,0,0,0,34,21.2,84.1,31.0,13.6,247,102,44,32,149,80,122,71,3.0,,3.0,,2.0,
365,50.0,25.0,114283,-1,1,-2,2,0,3,1.2,0.5,0,Jack,1.0,305,False,Knock - 50% chance of playing,2022-08-22T07:00:05.758441Z,68,114283.jpg,2.0,Grealish,1.5,False,,d,13,43,4,83328,265,319445,38465,0.1,0.6,Grealish,135,0,0,1,0,0,0,0,0,0,0,0,24,13.2,54.4,18.0,8.5,274,119,81,59,198,106,207,104,6.0,,,,,
366,,,121145,0,0,1,-1,1,2,6.3,5.8,1,João,4.8,306,False,,,71,121145.jpg,4.8,Cancelo,44.9,False,,a,13,43,19,766021,70791,668346,304409,0.7,2.7,Cancelo,330,0,1,2,5,0,0,0,2,0,0,4,91,54.6,68.2,37.0,15.9,148,62,59,11,125,31,88,19,,,,,,
367,,,121160,0,0,0,0,0,1,5.3,4.8,1,Ederson,3.8,307,False,,,55,121160.jpg,3.8,Santana de Moraes,17.8,False,,a,13,43,15,465615,48462,409807,123038,0.7,2.7,Ederson,360,0,0,2,5,0,0,0,0,0,5,1,72,48.0,0.0,0.0,4.8,168,20,591,61,586,61,271,20,,,,,,
368,0.0,0.0,126184,0,0,0,0,0,2,0.0,0.0,0,Nathan,3.5,308,False,Groin Injury - Expected back 03 Sep,2022-08-22T07:00:05.769797Z,50,126184.jpg,4.7,Aké,1.1,False,,i,13,43,14,159503,333,172661,44088,0.7,2.8,Aké,200,0,0,2,0,0,0,0,0,0,0,1,54,44.0,3.9,42.0,9.0,177,75,249,85,108,20,192,62,,,,,,
369,0.0,0.0,146941,0,0,-1,1,0,2,0.0,0.0,0,Aymeric,0.0,309,False,Knee injury - Expected back 02 Oct,2022-07-29T14:00:04.447068Z,59,146941.jpg,0.0,Laporte,0.3,False,,i,13,43,0,953,113,36144,2824,0.0,0.0,Laporte,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,595,216,596,216,595,216,596,216,,,,,,
370,0.0,0.0,164484,0,0,0,0,0,1,0.0,0.0,0,Zack,0.0,310,False,Joined Middlesbrough on loan - Expected back 01 Jul,2022-07-19T23:00:04.232428Z,40,164484.jpg,0.0,Steffen,0.0,False,,u,13,43,0,0,0,1274,144,0.0,0.0,Steffen,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,387,39,371,21,315,19,393,39,,,,,,
